1, 29356
2, 24012
3, 23017
4, 23442
5, 23099
6, 23338
7, 23026
8, 23031
9, 23010
10, 23331
11, 23090
12, 23126
13, 23028
14, 23442
15, 23580
16, 23237
17, 23019
18, 23075
19, 22983
20, 29432
21, 23629
22, 23649
23, 23321
24, 23314
25, 22996
26, 23340
27, 23022
28, 23029
29, 23018
30, 23041
31, 23047
32, 23003
33, 23023
34, 23052
35, 23041
36, 22988
37, 23022
38, 23485
39, 23044
40, 23053
41, 23246
42, 23158
43, 23625
44, 23125
45, 22988
46, 23125
47, 22992
48, 22991
49, 23033
50, 23423
51, 23330
52, 23043
53, 23105
54, 23334
55, 23400
56, 23314
57, 23028
58, 23062
59, 23025
60, 23074
61, 23529
62, 23395
63, 23117
64, 23268
65, 23038
66, 22984
67, 23000
68, 23051
69, 22997
70, 23041
71, 23108
72, 23823
73, 22978
74, 22982
75, 23079
76, 22989
77, 23010
78, 22999
79, 23055
80, 23000
81, 23720
82, 23527
83, 23601
84, 23485
85, 22997
86, 23260
87, 23474
88, 23060
89, 23019
90, 22986
91, 23149
92, 23074
93, 23009
94, 23039
95, 23064
96, 23041
97, 23006
98, 23041
99, 23262
100, 23134
101, 23622
102, 23526
103, 23669
104, 23055
105, 23061
106, 23234
107, 23498
108, 23062
109, 22989
110, 23047
111, 23571
112, 23297
113, 23302
114, 23019
115, 23085
116, 23298
117, 23260
118, 22997
119, 23032
120, 23010
121, 24009
122, 23036
123, 23576
124, 24985
125, 23117
126, 26358
127, 23327
128, 23077
129, 23044
130, 23704
131, 23122
132, 24486
133, 24033
134, 23107
135, 23108
136, 23025
137, 23036
138, 23048
139, 23606
140, 23569
141, 23347
142, 23361
143, 23070
144, 23060
145, 23036
146, 23056
147, 23122
148, 23056
149, 23040
150, 23299
151, 23074
152, 23019
153, 23026
154, 24460
155, 23162
156, 23207
157, 23029
158, 23038
159, 23280
160, 24170
161, 23284
162, 23378
163, 23024
164, 23038
165, 23415
166, 23258
167, 23184
168, 23326
169, 23048
170, 23378
171, 23252
172, 23295
173, 23313
174, 23020
175, 23071
176, 23048
177, 23021
178, 23057
179, 23039
180, 23735
181, 23046
182, 23616
183, 23011
184, 23106
185, 23004
186, 22993
187, 23019
188, 23057
189, 23062
190, 23015
191, 23049
192, 23272
193, 23234
194, 23243
195, 23016
196, 23064
197, 22999
198, 23581
199, 23066
200, 23929
201, 23095
202, 23057
203, 23059
204, 23049
205, 23292
206, 23012
207, 23175
208, 23329
209, 23087
210, 23034
211, 22990
212, 23340
213, 23106
214, 23355
215, 23039
216, 23053
217, 23054
218, 23297
219, 23490
220, 23577
221, 23123
222, 23542
223, 23248
224, 23295
225, 23253
226, 23292
227, 23042
228, 22999
229, 23224
230, 23147
231, 23016
232, 23054
233, 23254
234, 23054
235, 23009
236, 23022
237, 23320
238, 23032
239, 23259
240, 23553
241, 23564
242, 25084
243, 23180
244, 23281
245, 23906
246, 23256
247, 23261
248, 23239
249, 23534
250, 23052
251, 23048
252, 23082
253, 23458
254, 23246
255, 23205
256, 23059
257, 23040
258, 23039
259, 23631
260, 23283
261, 23584
262, 22998
263, 23009
264, 22983
265, 23101
266, 23049
267, 23020
268, 23018
269, 23308
270, 23031
271, 23031
272, 23031
273, 23298
274, 23047
275, 22999
276, 23028
277, 23331
278, 23016
279, 23682
280, 23051
281, 23201
282, 23025
283, 23045
284, 22995
285, 23012
286, 23055
287, 23017
288, 23035
289, 23057
290, 23018
291, 23014
292, 23256
293, 23092
294, 23039
295, 23003
296, 22999
297, 23085
298, 23348
299, 23593
300, 23469
301, 23322
302, 23144
303, 23283
304, 23234
305, 23017
306, 23020
307, 23036
308, 23049
309, 23028
310, 23309
311, 23022
312, 23011
313, 23004
314, 23303
315, 22995
316, 23037
317, 23017
318, 23248
319, 23349
320, 23352
321, 23040
322, 23056
323, 23069
324, 23136
325, 23042
326, 23281
327, 22999
328, 23288
329, 23063
330, 23080
331, 23034
332, 23312
333, 23553
334, 23305
335, 23343
336, 23302
337, 23279
338, 23608
339, 23165
340, 23335
341, 23316
342, 23543
343, 23260
344, 23404
345, 23289
346, 23084
347, 23009
348, 23279
349, 23230
350, 23081
351, 23151
352, 24546
353, 23590
354, 23534
355, 23018
356, 23024
357, 23279
358, 23539
359, 23070
360, 23484
361, 22999
362, 23335
363, 23044
364, 23020
365, 23021
366, 23632
367, 23033
368, 22989
369, 23036
370, 23037
371, 23076
372, 23278
373, 23266
374, 23288
375, 23141
376, 23064
377, 23022
378, 23793
379, 23309
380, 23526
381, 23066
382, 23033
383, 23244
384, 23289
385, 23262
386, 23227
387, 23457
388, 23025
389, 23034
390, 23063
391, 23554
392, 23507
393, 23273
394, 23017
395, 23304
396, 22999
397, 23644
398, 23658
399, 23394
400, 23394
401, 23122
402, 23082
403, 23200
404, 23036
405, 22995
406, 23024
407, 23403
408, 23039
409, 23050
410, 23346
411, 23335
412, 23057
413, 23075
414, 23783
415, 23165
416, 23310
417, 23499
418, 23347
419, 23456
420, 23141
421, 23182
422, 23087
423, 23079
424, 23036
425, 23042
426, 23022
427, 23079
428, 23036
429, 23034
430, 23253
431, 23299
432, 23015
433, 23273
434, 26347
435, 23286
436, 23287
437, 24003
438, 23289
439, 23460
440, 23296
441, 23035
442, 23040
443, 23038
444, 23256
445, 23077
446, 23050
447, 23057
448, 23029
449, 23041
450, 23072
451, 23080
452, 23327
453, 22994
454, 23015
455, 23089
456, 23047
457, 23685
458, 23025
459, 23651
460, 23020
461, 23070
462, 23110
463, 22995
464, 23014
465, 23047
466, 23052
467, 23012
468, 23240
469, 23287
470, 23011
471, 23246
472, 23279
473, 23030
474, 22978
475, 23270
476, 23319
477, 23859
478, 23247
479, 23381
480, 23085
481, 23278
482, 23445
483, 23244
484, 23366
485, 23061
486, 23058
487, 23353
488, 23058
489, 23219
490, 23084
491, 23018
492, 23321
493, 23036
494, 23270
495, 23048
496, 23326
497, 23392
498, 23035
499, 23082
500, 23334
501, 23047
502, 23436
503, 23015
504, 23326
505, 23018
506, 23068
507, 23023
508, 23067
509, 23009
510, 23017
511, 23022
512, 22996
513, 23051
514, 23234
515, 23272
516, 24084
517, 23097
518, 23655
519, 23251
520, 23297
521, 23027
522, 22993
523, 23028
524, 23038
525, 23086
526, 23523
527, 24489
528, 23783
529, 24220
530, 23676
531, 24030
532, 24038
533, 24086
534, 23901
535, 23962
536, 24439
537, 23565
538, 23976
539, 23284
540, 23295
541, 23041
542, 23030
543, 23008
544, 23083
545, 23073
546, 23038
547, 23060
548, 23112
549, 23764
550, 23804
551, 23237
552, 23287
553, 23071
554, 23009
555, 23484
556, 23185
557, 23109
558, 23034
559, 23025
560, 23110
561, 23194
562, 23063
563, 23029
564, 23590
565, 23427
566, 23640
567, 23172
568, 23040
569, 23081
570, 22987
571, 23022
572, 23062
573, 23301
574, 23308
575, 23497
576, 23615
577, 23684
578, 23288
579, 23269
580, 23150
581, 23317
582, 23011
583, 23020
584, 23274
585, 23421
586, 23026
587, 23043
588, 23046
589, 23292
590, 23019
591, 23293
592, 22984
593, 23329
594, 23006
595, 23384
596, 23006
597, 23433
598, 23095
599, 23230
600, 23313
601, 23271
602, 23032
603, 23002
604, 23107
605, 23140
606, 22996
607, 23047
608, 23056
609, 23050
610, 23270
611, 23314
612, 23242
613, 23449
614, 23295
615, 23004
616, 23048
617, 23597
618, 23240
619, 23429
620, 22996
621, 23325
622, 23014
623, 23538
624, 23313
625, 23269
626, 23072
627, 23294
628, 23017
629, 23062
630, 23300
631, 23248
632, 23203
633, 23112
634, 23066
635, 23259
636, 23267
637, 23631
638, 23371
639, 23139
640, 23453
641, 23158
642, 23180
643, 22993
644, 23071
645, 23073
646, 23312
647, 23655
648, 23584
649, 23075
650, 23090
651, 23045
652, 23051
653, 23286
654, 23555
655, 23016
656, 23085
657, 23052
658, 23063
659, 23006
