2, 1
1, 2
2, 3
1, 4
1, 5
2, 6
2, 7
2, 8
2, 9
2, 10
2, 11
2, 12
2, 13
2, 14
2, 15
2, 16
2, 17
3, 18
2, 19
3, 20
3, 21
3, 22
3, 23
2, 24
2, 25
3, 26
3, 27
3, 28
2, 29
3, 30
2, 31
3, 32
2, 33
3, 34
4, 35
3, 36
3, 37
3, 38
3, 39
3, 40
3, 41
3, 42
3, 43
3, 44
3, 45
3, 46
4, 47
4, 48
3, 49
4, 50
5, 51
4, 52
4, 53
4, 54
5, 55
4, 56
5, 57
19, 58
5, 59
5, 60
4, 61
4, 62
5, 63
3, 64
6, 65
6, 66
5, 67
6, 68
5, 69
4, 70
4, 71
5, 72
4, 73
7, 74
6, 75
6, 76
7, 77
5, 78
6, 79
7, 80
7, 81
7, 82
7, 83
8, 84
7, 85
7, 86
7, 87
6, 88
6, 89
6, 90
6, 91
8, 92
8, 93
7, 94
8, 95
8, 96
8, 97
8, 98
7, 99
7, 100
